Brand,Product,What it is,what is product used for,If you want to know more,Ingredients,Item Link
REN Clean Skincare,Micro Polish Cleanser,"['A two-in-one foaming mousse that cleanses and exfoliates', ' leaving skin looking purified', ' renewed', ' and radiant. ']",[],[],"['-Amber: Exfoliates and polishes skin surface.', '-Papaya Enzyme: Removes dead skin cells.', '-Glycolic and Lactic Acid: Decongests skin to leave it smooth and even toned.', '', 'Citrus Aurantium Bergamia (Bergamot) Leaf Extract, Glycerin, Sodium Cocoyl Isethionate, Sorbitol, Disiodium Lauryl Sulfosuccinate, Sodium Chloride, Amber Powder, Phenoxyethanol, Helianthus Annuus (Sunflower) Seed Oil, Maltodextrin, Carica Papaya (Papaya) Fruit Extract, Parfum (Fragrance), Citrus Aurantium Dulcis (Orange) Flower Oil, Citrus Nobilis (Mandarin Orange) Peel Oil, Citrus Tangerina (Tangerine) Peel Oil, Citrus Grandis (Grapefruit) Peel Oil, Xanthan Gum, Ethylhexylglycerin, Lactic Acid, Citrus Medica Limonum (Lemon) Fruit Extract, Passiflora Quadrangularis Fruit Extract, Ananas Sativus (Pineapple) Fruit Extract, Vitis Vinifera (Grape) Fruit Extract, Alcohol Denat., Daucus Carota Sativa (Carrot) Seed Oil, Daucus Carota Sativa (Carrot) Root Extract, Beta-Carotene, Ascorbyl Palmitate, Potassium Sorbate, Sodium Bisulfite, Limonene, Linalool, Citral.']",https://www.sephora.com/product/micro-polish-cleanser-P289106?icid2=products%20grid:p289106:product
REN Clean Skincare,Clarimatte™ T-Zone Control Cleansing Gel,"['A facial cleansing gel for complexions prone to oiliness and breakouts', ' particularly in the T-zone.']",[],[],"['-Flavonoids from Mayblossom: Decongest the skin.', '-Salicilin from Willow Bark: Provides mild exfoliation and antimicrobial properties to purify problem skin, reduce pore size and minimize spot formation.', '-Guaiazulene: From blue cypress essential oil calms redness and soothes minor irritations.', '', 'Lavandula Angustifolia (Lavender) Flower Water, Glycerin, Coco Glucoside, Xanthan Gum, Polysorbate 20, Panthenol, Crataegus Oxyacantha Stem Extract, Salix Nigra (Willow) Bark Extract, Phenoxyethanol, Citrus Grandis (Grapefruit) Seed Extract, Sodium Hydroxymethylglycinate, Sodium Lauroyl Oat Aminoacids, Lactic Acid, Lavandula Angustifolia (Lavender) Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Callitris Intratropica Wood Oil, Linalool, Limonene, Ethylhexylglycerin, Glucose.']",https://www.sephora.com/product/clarimatte-balancing-cleansing-gel-P174621?icid2=products%20grid:p174621:product
Dr. Brandt Skincare,Power Dose Vitamin C,['A unique 20 percent tri-blend concentrate of natural source and stabilized vitamin C for maximum effectiveness and results.'],['- Loss of firmness and elasticity- Dullness and uneven texture'],"[' Power Dose Vitamin C contains 20 percent vitamin C', ' the highest concentration of stable vitamin C your skin can absorb. It helps protect against free radical damage to help smooth the appearance of lines and wrinkles', ' firm skin', ' and improve clarity.']","['-Stable, Vitamin C-derived Ethyl Ascorbic Acid: Optimizes resistance against free radicals; improve skin clarity.', '-Ascorbosilane C, Silicium, and Vitamin C: Protect against free radicals; help smooth, firm, and improve clarity.', '-Kakadu Plum: Protects against free radicals; helps smooth and firm; natural source of vitamin C.', '', 'Water, 3-0-Ethyl Ascorbic Acid, Butylene Glycol, Glycerin, Ascorbyl Methylsilanol Pectinate, Xanthan Gum, Disodium Edta, Dipotassium Phosphate, Pentasodium Pentetate, Terminalia Ferdinandiana Fruit Extract, Sodium Phytate, Ppg-26-Buteth-26, Phenoxyethanol, Chlorphenesin, Citric Acid, Peg-40 Hydrogenated Castor Oil, Ethylhexylglycerin, Methylpropanediol.']",https://www.sephora.com/product/power-dose-vitamin-c-P407429?icid2=products%20grid:p407429:product
REN Clean Skincare,V-Cense™ Youth Vitality Day Cream,"[' A day cream that is formulated to support natural collagen', ' brighten skin', ' and protect against oxidative stress caused by UV radiation.']",[],[],"['-Orange Fruit Stem Cells: Reduce visual signs of surface roughness, lines, and wrinkles.', '-Boswellic Acid and Frankincense Oil: Helps smooth out the appearance of lines and wrinkles.', '-Vitamin C: Supports natural collagen production and evens out skin tone.', '-Essential Fatty Acids (Rose Hip Seed Oil): Support healthy skin lipid content and moisture retention.', '', 'Rosa Damascena Flower Water, Camelia Oleifera Seed Oil, Cetearyl Ethylhexanoate, Cetearyl Alcohol, Glycerin, Myristyl Myristate, Oleyl Alcohol, Cetearyl Glucoside, Rosa Canina Fruit Oil, Butyrospermum Parkii (Shea Butter), Caprylic/Capric Triglyceride, Triheptanoin, Oryzanol, Citrus Aurantium Dulcis (Orange) Callus Culture Extract, Ascorbyl Tetraisopalmitate, Vaccinium Macrocarpon (Cranberry) Seed Oil, Boswellia Carterii Oil, Helianthus Annuus (Sunflower) Seed Oil, Sodium Hydroxymethylglycinate, Carbomer, Tocopherol, Lactic Acid, Boswellia Serrata Extract, Citrus Aurantium Dulcis (Orange) Flower Oil, Gluconolactone, Xanthan Gum, Phenoxyethanol, Sodium Benzoate, Beta-Carotene, Daucus Carota Sativa (Carrot) Root Extract, Daucus Carota Sativa (Carrot) Seed Oil, Calcium Gluconate, Ascorbyl Palmitate, Limonene.']",https://www.sephora.com/product/v-cense-youth-vitality-day-cream-P385040?icid2=products%20grid:p385040:product
REN Clean Skincare,Rosa Centifolia™ No.1 Purity Cleansing Balm,"['A rose-infused', ' hydrating cleansing balm that transforms from balm to luxurious oil to creamy milk', ' gently yet thoroughly melting away impurites on the skin.']",['- Dryness- Redness'],[],"['-Roman Chamomile Oil and Pink Violet Leaf Extract: Calm redness and soothe the skin.', '-Prebiotic Oligosaccharides from Natural Sugars: Protect and maintain the skin’s defense barrier by supporting good bacteria.', '-Lecithin: Helps retain moisture in the skin.', '-Rose Oil: Features stress-relieving aroma therapeutic properties.', '', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil, Cetearyl Ethylhexanoate, Glyceryl Cocoate, Caprylic/Capric Triglyceride, Glyceryl Stearate, Glyceryl Dibehenate, Tribehenin, Glyceryl Behenate, Butyrospermum Parkii (Shea Butter), Sodium Cocoyl Glutamate, Parfum (Fragrance), Rosa Centifolia Flower Extract, Cymbopogon Martini Oil, Viola Odorata Extract, Anthemis Nobilis (Chamomile) Flower Oil, Lecithin, Benzyl Alcohol, Oryzanol, Tocopherol, Citronellol, Geraniol, Eugenol, Linalool.']",https://www.sephora.com/product/rosa-centifolia-no-1-purity-cleansing-balm-P306884?icid2=products%20grid:p306884:product
Dr. Dennis Gross Skincare,C + Collagen Perfect Skin Set & Refresh Mist,"['A vitamin C antioxidant-rich', ' multitasking mist that works to set and refresh makeup', ' hydrate skin', ' and provide a pollution shield to protect against environmental aggressors.']",['- Dryness- Dullness and uneven texture- Redness'],"['Micellar technology delivers a boost of antioxidants', ' collagen amino acids', ' and energizing vitamin C to hydrate and revive stressed skin without disrupting makeup. An anti-pollution complex protects skin against damage caused by heavy metals and environmental aggressors', ' while the supercharged mist shields skin from free radicals and damage. The micellar delivery system allows formula to penetrate makeup and skin care to drive essential ingredients into skin.']","['-3-O-Ethyl Ascorbic Acid: Maintains its acidic properties to penetrate into the skin, working to minimize and prevent the appearance of hyperpigmentation, fine lines, and wrinkles.', '-Collagen Amino Acids: Plant-sourced collagen; smaller molecular weight amino acids which are the building blocks of peptides and proteins.', '-Micellar Technology: Actives are suspended in a special matrix for effective penetration to the target area under or on top of makeup.', '-Ascorbyl Palmitate: Vitamin C ester; potent antioxidant with powerful skin lightening properties that protects against UVA damage and free radicals.', '', 'Water, Propylene Glycol, Polysorbate 20, 3-O-Ethyl Ascorbic Acid, Ascorbic Acid, Collagen Amino Acids, Niacinamide, Panthenol, Superoxide Dismutase, Ubiquinone, Sodium Hyaluronate, Phytic Acid, Phospholipids, Sphingolipids, Colloidal Oatmeal, Carnitine HCI, Ascorbyl Palmitate, Tocopheryl Acetate, Soy Isoflavones, Aloe Barbadensis Leaf Juice , Camellia Sinensis Leaf Extract, Cucumis Sativus (Cucumber) Fruit Extract, Chamomilla Recutita (Matricaria) Extract, Sodium PCA, Glycerin, Butylene Glycol, Acrylates/Carbamate Copolymer, Glycolic Acid, Citric Acid, Tetrasodium EDTA, Ethylhexylglycerin, Rubus Idaeus (Raspberry) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Elettaria Cardamomum Seed Extract, Santalum Album (Sandalwood) Wood Extract, Salvia Officinalis (Sage) Leaf Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Rose Extract, Jasminum Officinale (Jasmine) Flower Extract, Fucus Vesiculosus Extract, Cupressus Sempervirens Leaf/Stem Extract, Cucumis Melo (Melon) Fruit Extract, Coffea Arabica (Coffee) Seed Extract, Citrus Aurantium Amara (Bitter Orange) Flower Extract, Polysorbate 80, Biosaccharide Gum-4, Cananga Odorata Flower Extract, Citrus Auranitum Bergamia (Bergamot) Fruit Extract, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Triethyl Citrate, Linalool, Potassium Sorbate, Phenoxyethanol.']",https://www.sephora.com/product/c-collagen-perfect-skin-set-refresh-mist-P411361?icid2=products%20grid:p411361:product
Dr. Dennis Gross Skincare,SpectraLite EyeCare Pro LED Device,['An FDA-cleared anti-aging device featuring professional light therapy for the reduction of fine lines and wrinkles.'],['- Fine lines and wrinkles- Loss of firmness and elasticity- Dark circles'],"['Show off the look of rested', ' revived', ' youthful eyes in as little as three minutes a day. SpectraLite™ EyeCare Pro brings the latest professional light therapy to your home in a next-generation', ' hands-free', ' wearable design. SpectraLite™ Eye Care Pro is FDA-cleared for the reduction of fine lines and wrinkles. This innovative device features 72 LEDs showcasing a full-spectrum of therapeutic light and is proven to stimulate the natural production of collagen to treat signs of aging around the eyes. ']",,https://www.sephora.com/product/spectralite-eyecare-pro-led-device-P418301?icid2=products%20grid:p418301:product
Dr. Brandt Skincare,pores no more® Mattifying Hydrator Pore Minimizing Gel,['A lightweight gel that simultaneously mattifies and hydrates for up to eight hours while minimizing the appearance of pores.'],['- Oiliness- Dryness- Pores'],"[' Skin has a matte finish that feels soft and hydrated for up to 8 hours', ' and pores look instantly smaller. With regular use', ' pores are less clogged and skin is less shiny.']","['-Smart Sponge Polysaccharide: Pulls oil from the skin while leaving hydration levels intact.', '-Long-term, Botanical Extracts from Blue Iris and Willow Bark: Purify and clean out pores.', '-Silica Microsponges: prevent pore walls from getting slack to help tighten their appearance.', '-Light-Diffusing Powders: Instantly blur the look of pores and imperfections.', '', 'Water, Dimethicone, Polysilicone-11, Dimethicone/Divinyldimethicone/Silsesquioxane Crosspolymer, Butylene Glycol, Propanediol, Barium Sulfate, Polysorbate 20, Polymethylsilsesquioxane, Sodium Pca, Glycerin, Phenoxyethanol, Isohexadecane, Alcohol Denat., Carbomer, Tocopheryl Acetate, Ammonium Polyacryloyldimethyl Taurate, Tromethamine, Sodium Acrylates Copolymer, Sorbitol, Xanthan Gum, Titanium Dioxide (Ci77891), Lecithin, Polysorbate 80, Iris Florentina Root Extract, Mica, Ethylhexylglycerin, Zinc Sulfate, Retinyl Palmitate, Saccharide Isomerate, Polyglutamic Acid, Diatomaceous Earth, Methylsilanol Mannuronate, Caprylyl Glycol, Disodium EDTA, Glyceryl Caprylate, Tin Oxide (Ci77861).']",https://www.sephora.com/product/pores-no-more-mattifying-hydrator-pore-minimizing-gel-P429661?icid2=products%20grid:p429661:product
Dr. Dennis Gross Skincare,Marine Moisture Rescue Set,"['The Marine Moisture Rescue Kit delivers thirst-quenching', ' lasting hydration to parched skin while giving you supple', ' dewy radiance. ']",['- Dullness and uneven texture- Loss of firmness and elasticity- Fine lines and wrinkles'],"[' The Marine Moisture Rescue Kit will transform dull', ' dehydrated skin into a dewy', ' plump', ' and glowing complexion. Featuring the full size Oil-Free Moisture Cushion', ' plus deluxe sizes of new Dew It All Eye Gel and Hydrating Modeling Mask. Lock in oil-free hydration with Moisture Cushion’s unique gel-cream formula. It’s enriched with Japanese marine algae and hyaluronic acid chronospheres for dewy and supple skin all day. Skin that looks plump and feels deeply hydrated. Get 72 hours of hydration with new Dew It All Eye Gel. This cooling formula features moisture-attracting hyaluronic acid', ' elasticity-building Japanese ""green caviar"" algae', ' and a blend of gorgonian extract', ' caffeine', ' and sarsaparilla root to improve the appearance of dark circles and puffiness. Drive moisture quickly into skin with our cooling Hydrating Modeling Mask as it transforms from a soft gel to a rubbery cushion in five minutes. ', 'This set contains:', '- 1.7 oz/ 50 mL Hyaluronic Marine Oil-Free Moisture Cushion- 0.16 oz/ 5 mL Hyaluronic Marine Dew It All Eye Gel- 1 Treatment Hyaluronic Marine Hydrating Modeling Mask']",,https://www.sephora.com/product/marine-moisture-rescue-set-P427394?icid2=products%20grid:p427394:product
Dr. Brandt Skincare,pores no more®  anti-aging mattifying lotion,"['A fast-absorbing', ' age fighting lotion that helps refine pores and mattify shine.']",[],[],[''],https://www.sephora.com/product/pores-no-more-anti-aging-mattifying-lotion-P254204?icid2=products%20grid:p254204:product
Dr. Brandt Skincare,needles no more 3-D LIP PLUMPfix,"['An age-fighting', ' dual chamber serum that subtly enhances natural lip volume and definition', ' promotes natural lip color', ' and prolongs color wear.']",['- Dryness'],"[' During the day', ' 3-D LIP PLUMPfix adds volume', ' shape', ' and definition to your lips while prepping them for color application. The light pink daytime formula also helps ensure longer and better color wear. At night', ' the cream colored formula’s two restorative complexes come into play—nourishing both your lips and the delicate skin around them while you sleep. Over time', ' lips appear more defined and fuller.']","['-Hyaluronic Filling Spheres™: Act as mini reservoirs of water, restoring hydration and providing a plumping effect.', '-Peptide Complex: Helps to improve visible lip definition, contour, and fullness over time.', '-Plant Derived Molecule: Helps to visibly improve lip skin thickness and smooth vertical lines.', '-Lipidic Recovery Complex: Helps to moisturize and nourish lips while promoting recovery overnight with shea and moringa butters, as well as coconut, macadamia, grape seed, pomace olive, jojoba, and sunflower oils.', '', 'AM:', 'Water, Moringa Oil/Hydrogenated Moringa Oil Esters, Hydrogenated Polyisobutene, Isopropyl Isostearate, Dimethicone, Glycerin, Cetearyl Alcohol, C30-45 Alkyl Dimethicone, Propanediol, Helianthus Annuus Seed Oil, Ethylhexyl Palmitate, Glyceryl Stearate, Peg-40 Stearate, Capsicum Frutescens Fruit Extract, Dilinoleic Acid/Propanediol Copolymer, Vitis Vinifera Seed Oil, Simmondsia Chinensis Seed Wax, Macadamia Ternifolia Seed Oil, Butyrospermum Parkii (Shea) Butter, Cocos Nucifera (Coconut) Oil, Dipalmitoyl Hydroxyproline, Betaine, Steareth-2, Steareth-21, Glycine Soja (Soybean) Oil, Polymethylsilsesquioxane, Parfum (Fragrance), Phytosteryl Sunflowerseedate, Phenoxyethanol, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ceteareth-20, Silica Dimethyl Silylate, Polyisobutene, Isopulegol, Hydrogenated Lecithin, Butylene Glycol, Hydrogenated Vegetable Glycerides, Zingiber Officinale (Ginger) Root Oil, Oryza Sativa (Rice) Bran Extract, Hydroxymethoxyphenyl Propylmethylmethoxybenzofuran, Trisodium Ethylenediamine Disuccinate, Olea Europaea Husk Oil, Caprylyl/Capryl Glucoside, Methyl Nicotinate, Pentylene Glycol, Xanthan Gum, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Rosmarinus Officinalis (Rosemary) Leaf Extract, Sodium Hyaluronate, Helianthus Annuus (Sunflower) Seed Extract, Tribehenin, Sorbitan Isostearate, Vanillyl Butyl Ether, Synthetic Fluorphlogopite, Tocopherol, Ci 77891 (Titanium Dioxide), Ci 77491 (Iron Oxides), Tin Oxide, Palmitoyl Tripeptide-1.', '', 'PM:', 'Water, Glycerin, Dimethicone, Stearyl Alcohol, Macadamia Ternifolia Seed Oil, Cocos Nucifera (Coconut) Oil, Moringa Oil/Hydrogenated Moringa Oil Esters, Cetearyl Alcohol, Helianthus Annuus Seed Oil, Propanediol, Glyceryl Stearate, Peg-40 Stearate, Dilinoleic Acid/Propanediol Copolymer, Vitis Vinifera Seed Oil, Simmondsia Chinensis Seed Wax, Isopropyl Palmitate, Hydrogenated Lecithin, Phytosteryl Sunflowerseedate, Betaine, Sodium Hyaluronate, Butyrospermum Parkii (Shea) Butter, Butyrospermum Parkii (Shea) Butter Unsaponifiables, Phenoxyethanol, Oryza Sativa (Rice) Bran Extract, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ceteareth-20, Hydrogenated Vegetable Glycerides, Isopulegol, Polyisobutene, Lecithin, Xanthan Gum, Olea Europaea Husk Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Trisodium Ethylenediamine Disuccinate, Helianthus Annuus (Sunflower) Seed Extract, Caprylyl/Capryl Glucoside, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Glycine Soja (Soybean) Extract, Aloe Barbadensis Leaf Extract, Swertia Chirata Extract, Tocopherol.']",https://www.sephora.com/product/needles-no-more-3-d-lip-plumpfix-P416163?icid2=products%20grid:p416163:product
