Brand,Product Name,Ingredients,Image Link,URL Link
KLAIRS,Rich Moist Soothing Cream,"Water, Caprylic/Capric Triglyceride, Glycerin, Cetyl Alcohol, Cyclopentasiloxane, Glyceryl Stearate, Sodium Hyaluronate, Cetyl Ethylhexanoate, Stearic Acid, Butyrospermum Parkii (Shea Butter), Simmondsia Chinensis (Jojoba) Seed Oil, Beta-Glucan, Sorbitan Sesquioleate, Microcrystalline Wax, Betaine, Peg-100 Stearate, Ceramide 3, Polyquaternium-51, Sorbitan Stearate, Dimethicone, Tocopheryl Acetate, Carbomer, Arginine, Illicium Verum(Anise) Fruit Extract, Citrus Paradisi(Grapefruit) Fruit Extract, Nelumbium Speciosum Flower Extract, Paeonia Suffruticosa Root Extract, Scutellaria Baicalensis Root Extract, Chlorphenesin, Disodium Adenosine Triphosphate, Algin, Carica Papaya (Papaya) Fruit Extract, Citric Acid, Portulaca Oleracea Extract, Natto Gum, Centella Asiatica Extract, Althaea Rosea Flower Extract, Aloe Barbadensis Leaf Extract, Disodium Edta, Apium Graveolens (Celery) Extract, Brassica Oleracea Capitata (Cabbage) Leaf Extract, Brassica Oleracea Italica (Broccoli) Extract, Brassica Rapa (Turnip) Leaf Extract, Daucus Carota Sativa (Carrot) Root Extract, Oryza Sativa (Rice) Bran Extract, Solanum Lycopersicum (Tomato) Fruit/Leaf/Stem Extract, Lysine Hcl, Proline, Sodium Ascorbyl Phosphate, Acetyl Methionine, Theanine, Lavandula Angustifolia (Lavender) Oil, Eucalyptus Globulus Leaf Oil, Pelargonium Graveolens Flower Oil, Citrus Limon (Lemon) Peel Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Cananga Odorata Flower Oil",https://cdn.shopify.com/s/files/1/0249/1218/products/Klairs-Rich-Moist-Soothing-Cream-1_1024x1024.jpg?v=1496138096,https://sokoglam.com/products/klairs-rich-moist-soothing-cream
SKINFOOD,Egg White Pore Foam,"Water, Myristic Acid, Glycerin, Stearic Acid, Potassium Hydroxide, Lauric Acid, Cocamidopropyl, Betaine, Olea Europaea (Olive) Fruit Oil, Albumen Extract, Cetearyl Olivate, Sorbitan Olivate, Trehalose Sodium PCA, Betaine, Sorbitol, Glycine, Alanine, Proline, Serine, Threonine, Arginine, Lysine, Glutamic Acid, Dipotassium Glycyrrhizate, Disodium EDTA, Xanthan Gum, Argania Spinosa Kernel Oil, Sesamum Indicum (Sesame) Seed Oil, Serenoa Serrulata Fruit Extract, Beta-Sitosterol, Tocopherol, Chamomilla Recutita (Matricaria) Flower Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Centella Asiatica Extract, Glycine, Soja (Soybean) Seed Extract, Butylene Glycol, Enanti Chorantha Bark Extract, Oleanolic Acid, Alcohol, Hydrogynated Lecithin, Stearyl Glycyrrhetinate, Dimethicone, Propylene Glycol, Parfum",https://cdn.shopify.com/s/files/1/0249/1218/products/Skinfood-Egg-White-Pore-Foam-2_1024x1024.jpg?v=1496137439,https://sokoglam.com/products/skinfood-egg-white-pore-foam
NEOGEN,Day-Light Protection Sun Screen SPF 50/PA+++,"Water, Ethylhexyl Methoxycinnamate, Glycerin, Butylene Glycol, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Zinc Oxide, C12-15 Alkyl Benzoate, Hexanediol, Isoamyl P-Methoxycinnamate, Dicaprylyl Carbonate, Titanium Dioxide, Cetearyl Alcohol, Xanthan Gum, Polysorbate 20, Sodium Hyaluronate, Glyceryl Stearate, Peg-100 Stearate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Portulaca Oleracea Extract, Lavandula Angustifolia (Lavender) Oil, Phyllanthus Emblica Fruit Extract, Rubus Idaeus(Raspberry) Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Euterpe Oleracea Fruit Extract, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Carbomer, Lippia Citriodora Leaf Extract, Rosa Damascena Flower Extract, Tocopheryl Acetate, Angelica Archangelica Root Extract, Beta-Glucan, Hibiscus Sabdariffa Flower Extract, Artemisia Absinthium Extract, Arnica Montana Flower Extract, Polyhydroxystearic Acid, Alumina, Gentiana Lutea Root Extract, Achillea Millefolium Extract, Litsea Cubeba Fruit Oil, Citrus Limon (Lemon) Fruit Oil, Eucalyptus Globulus Leaf Oil, Cedrus Atlantica Wood Oil, Disodium Edta, Potassium Hydroxide, Citrus Aurantium Dulcis(Orange) Oil, Aluminum Stearate.",https://cdn.shopify.com/s/files/1/0249/1218/products/NEOGEN-Day-Light-Protection-Sunscreen_1024x1024.jpg?v=1496137651,https://sokoglam.com/products/neogen-day-light-sun-protection-sun-screen
BENTON,Aloe Propolis Soothing Gel,"Aloe Barbadensis Leaf Water, Butylene Glycol, Aqua (Water), Pentylene Glycol, 1,2-Hexanediol, Glycerin, Propolis Extract, Aloe Barbadensis Leaf Extract, Betaine, Cucumis Sativus (Cucumber) Fruit Extract, Portulaca Oleracea Extract, Camellia Sinensis Leaf Extract, Allantoin, Aloe Barbadensis Leaf Juice Powder, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, Usnea Barbata (Lichen) Extract, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Arginine",https://cdn.shopify.com/s/files/1/0249/1218/products/benton-aloe-propolis-soothing-gel_d400d360-7a08-49d9-a55e-831f4485e19f_1024x1024.jpg?v=1520883444,https://sokoglam.com/products/aloe-propolis-soothing-gel
BENTON,Aloe BHA Skin Toner,"Aloe Barbadensis Leaf Water, Aqua(Water), Butylene Glycol, lycerin, 1,2-Hexanediol, Sodium Hyaluronate, Snail Secretion Filtrate, Beta-Glucan, Polyglutamic Acid, Aspalathus Linearis Extract, Portulaca Oleracea Extract, Psidium Guajava Fruit Extract, Salicylic Acid, Althaea Rosea Root Extract, Aloe Barbadensis Leaf Extract, Aloe Barbadensis Leaf Juice, Arginine, Pentylene Glycol, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, Usnea Barbata (Lichen) Extract, Polysorbate 20, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Xanthan Gum",https://cdn.shopify.com/s/files/1/0249/1218/products/benton-aloe-bha-skin-toner_1024x1024.jpg?v=1520883423,https://sokoglam.com/products/benton-aloe-bha-skin-toner
NEOGEN,Bio-Peel Gauze Peeling Lemon,"Water, Butylene Glycol, Glycerin, Citrus Limon (Lemon) Fruit Extract, Phenoxyethanol, Ethylhexylglycerin, Alcohol Denat., PEG/PPG017/6 Copolymer, Sodium Hyaluronate, Melissa Officinalis Leaf Extract , Cymbopogon Citratus Extract, Citrus Unshiu Peel Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Carica Papaya (Papaya) Fruit Extract, Tricholoma Matsutake Extract, Cordyceps Sinensis Extract , Citrus Paradisi (Grapefruit) Fruit Extract, Pisum Sativum (Pea) Extract, Glycine Soja (Soybean) Seed Extract, Vitis Vinifera (Grape) Fruit Extract, Saururus Chinensis Leaf/Root Extract, Arnica Montana Flower Extract, Artemisia Absinthium Extract, Broussonetia Kazinoki Bark Extract, Coptis Chinensis Root Extract , PEG-60 Hydrogenated Cator Oil, Carbomer, Tartaric Acid , Glycolic Acid , Lactic Acid , Tromethamine, Disodium EDTA, Benzophenone-5, CI 19140, CI 17200, Fragrance",https://cdn.shopify.com/s/files/1/0249/1218/products/Neogen-Bio-Peel-Gauze-Peeling-Lemon-1_1024x1024.jpg?v=1496137678,https://sokoglam.com/products/neogen-bio-peel-gauze-peeling-lemon
NEOGEN,H2 Dermadeca Serum Spray,"Water, Alcohol Denat, Dipropylene Glycol, Glycerin, Niacinamide, Adenosine, Allantoin, Ascorbic Acid, Centella Asiatica Extract, Allium Cepa (Onion) Bulb Extract, Tuber Magnatum Extract, Olea Europaea (Olive) Fruit Oil, Pelargonium Graveolens Flower Oil, Mentha Piperita (Peppermint) Oil, Citrus Aurantium Dulcis (Orange) Oil, Chamomilla Recutita (Matricaria) Flower Oil, Rose Flower Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Lavandula Hybrida Oil, Cyclopentasiloxane, Cyclohexasiloxane, PEG-60 Hydrogenated Castor Oil, Butylene Glycol, Madecassoside, 1,2-Hexanediol, Ethylhexylglycerin, Phenoxyethanol, Disodium EDTA",https://cdn.shopify.com/s/files/1/0249/1218/products/Neogen-H2-Dermadeca-Serum-Spray_1024x1024.jpg?v=1496137641,https://sokoglam.com/products/neogen-h2-dermadeca-serum-spray
MISSHA,Speedy Solution Anti Trouble Patch,"Acrylates Copolymer, Propylene Glycol, Water, Alcohol Denat, Sodium Hyaluronate, Salicylic Acid, Vitis Vinifera (Grape) Seed Extract, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Allantoin, Phytosphingosine, Polysorbate 80, Methylparaben.",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC03537_1024x1024.jpg?v=1515436545,https://sokoglam.com/products/missha-speedy-solution-anti-trouble-patch
SKINFOOD,Hydro Fitting Snail Mask Sheet (Set of 5),"Water, Glycerin, Dipropylene Glycol, Butylene Glycol, Alcohol Denat., Snail Secretion Filtrate, PEG-60 Hydrogenated Castor Oil, Hydroxyethylcellulose, Xantham Gum, Cellulose Gum, DIsodium EDTA, Methylparaben, Phenoxyethanol, Fragrance",https://cdn.shopify.com/s/files/1/0249/1218/products/Skinfood-Snail-Hydro-Fitting-Mask-Sheet_1024x1024.jpg?v=1496136752,https://sokoglam.com/products/skinfood-hydro-fitting-snail-mask-sheet-set
THE PLANT BASE,Time Stop Collagen Ampoule,"Hericium Erinaceum (Mushroom) Extract(76.53%), Butylene Glycol, 1,2-Hexanediol, Water, Glycerin, Tremella Fuciformis (Mushroom) Extract(180 mg), Sodium Hyaluronate, Sodium Polyacrylate, PPG-26-Buteth-26, Morus Alba Bark Extract, Opuntia Coccinellifera Fruit Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Diospyros Kaki Leaf Extract, Polyacrylamide, PEG-40 Hydrogenated Castor Oil, Tromethamine, Carbomer, Allantoin, Acetyl Glutamine, Panthenol, C13-14 Isoparafin, Dextrin, Ethylhexylglycerin, Adenosine, Caramel, Disodium EDTA, Laureth-7, Beta-Glucan, Aloe Barbadensis Leaf Extract, Ethyl Hexanediol, Centella Asiatica Extract, Macadamia Integrifolia Seed Oil, Retinyl Palmitate, Palmitoyl Tripeptide-5, Pantolactone, Terminalia Ferdinandiana Fruit Extract, Hydrogenated Lecithin, PEG-5 Rapeseed Sterol, Cholesterol, Brassica Campestris (Rapeseed) Sterols, Ceteth-5, Ceteth-3, Tocopheryl Acetate, Silica, Sodium Ascorbyl Phosphate, Sodium Stearoyl Glutamate",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC03565_1024x1024.jpg?v=1515437045,https://sokoglam.com/products/the-plant-base-time-stop-collagen-ampoule
HANSKIN,Hyaluron Skin Essence,"Glycerin, Water, Butylene Glycol, Pentylene Glycol, Linum Usitatissimum (Linseed) Seed Extract, Hydrolyzed Collagen, Rhus Semialata Gall Extract, Gynostemma Pentaphyllum Leaf/Stem Extract, Zostera Marina Extract, 1,2-Hexanediol, Sodium Hyaluronate, Hydroxyethylcellulose, Citric Acid, Sodium Citrate, Hydrolyzed Hyaluronic Acid, Saccharide Isomerate, Hydrolyzed Algin, Disodium EDTA, Phenoxyethanol",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC02187_1024x1024.jpg?v=1525287704,https://sokoglam.com/products/hanskin-hyaluron-skin-essence
ERBORIAN,Seve de Bamboo Eye Matte,"Aqua/water, Butylene glycol, Glycerin, Propanediol, Pentylene glycol, Phyllostachys bambusoides extract, Diospyros kakileaf extract, Panthenol, Phyllostachys bambusoides juice, Ophiopogon japonicus root extract, Sodium hyaluronate, arginine, Silica, Acrylates/c10-30 alkyl acrylate crosspolymer, PEG-60 hydrogenated castor oil, Dimethicone/vinyl dimethicone crosspolymer, Sodium pca, Phenoxyethanol-xanthan gum, Biosacchari de gum-1, Parfum/fragrance, Ethylhexylglycerin, Glyceryl caprylate, Isoceteth-25, Iso ceteth-10",https://cdn.shopify.com/s/files/1/0249/1218/products/Erborian-Seve-de-Bamboo-Eye-Moisturizing-Matte-Effect-Eye-Contour-Gel_1024x1024.jpg?v=1496138350,https://sokoglam.com/products/erborian-bamboo-seve-de-bamboo-eye-matte
MISSHA,Super Aqua Ultra Water-Full Clear Cream,"Betula Platyphylla Japonica Juice, PEG/PPG-17/6 Copolymer, Glycerin, Dipropylene Glycol, Pentylene Glycol, Adansonia Digitata Seed Extract, Adenium Obesum Leaf Extract, Imperata Cylindrica Root Extract, Pseudoalteromonas Ferment Extract, Water (Glacier Water), Sea Water, Epilobium Fleischeri Extract, Camellia Japonica Flower Extract, Citrus Paradisi (Grapefruit) Fruit Extract, Portulaca Oleracea Extract, Opuntia Ficus-Indica Stem Extract, Orthosiphon Stamineus Leaf Extract, Hydrolyzed Hyaluronic Acid, PEG-32, Ammonium Acryloyldimethyltaurate/VP Copolymer, Butylene Glycol, Bis-PEG-18 Methyl Ether Dimethyl Silane, Octyldodeceth-16, Caprylyl Glycol, Arginine, Sodium Polyacrylate, PVM/MA Copolymer, Polyglutamic Acid, Biosaccharide Gum-1, 1,2-Hexanediol, Maltodextrin, Citric Acid, Carbomer, Xanthan Gum, Disodium EDTA, Phenoxyethanol",https://cdn.shopify.com/s/files/1/0249/1218/products/Missha-Super-Aqua-Ultra-Water-Full-Clear-Cream-2_1024x1024.jpg?v=1496137750,https://sokoglam.com/products/missha-super-aqua-ultra-water-full-clear-cream
COSRX,Oil-Free Ultra Moisturizing Lotion,"Betula Platyphylla Japonica Juice, Butylene Glycol, Glycerin, Dimethicone, Betaine, Cetearyl Alcohol,1,2-Hexanediol, Cetearyl Olivate, Sorbitan Olivate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sodium Lactate, Ethylhexylglycerin, Sodium Hyaluronate, Allantoin, Panthenol, Xanthan Gum, Ethyl Hexanediol, Citrus Medica Limonum (Lemon) Peel Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil",https://cdn.shopify.com/s/files/1/0249/1218/products/COSRX-Oil-Free-Ultra-Moisturizing-Lotion-2_1024x1024.jpg?v=1496138409,https://sokoglam.com/products/cosrx-oil-free-ultra-moisturizing-lotion
KLAIRS,Freshly Juiced Vitamin E Mask,"Water, Glycerin, Butylene Glycol, Tocopheryl Acetate, Niacinamide, Sodium Hyaluronate, Carrageenan, Gellan Gum, Betaine, Algin, Mannan, Ceramide NP, PEG-60 Hydrogenated Castor Oil, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Chlorphenesin, Arginine, Ethylhexylglycerin, Centella Asiatica Extract, Rubus Fruticosus (Blackberry) Fruit Extract, Salicornia Herbacea Extract, Phragmites Communis Extract, Adenosine, Lavandula Angustifolia (Lavender) Oil, Eucalyptus Globulus Leaf Oil, Pelargonium Graveolens Flower Oil, Citrus Limon (Lemon) Peel Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Cananga Odorata Flower Oil",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC03549_1024x1024.jpg?v=1515437423,https://sokoglam.com/products/klairs-freshly-juiced-vitamin-e-mask
ETUDE HOUSE,Moistfull Collagen Emulsion,"Water, Hydrolyzed Collagen, Butylene Glycol, Adansonia Digitata Fruit Extract, Glycerin, Pentaerythrityl Tetraethylhexanoate, Cyclopentasiloxane, Hydrogenated Poly(C6-14 Olefin), Polysorbate 60, Cyclohexasiloxane, Adansonia Digitata Seed Oil, Hydrogenated Vegetable Oil, Glyceryl Stearate, Dimethiconol, Cetearyl Alcohol, Sorbitan Stearate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Ethylhexylglycerin, Alcohol, Carbomer, Tromethamine, Poloxamer 407, Peg-100 Stearate, Phytantriol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Phenoxyethanol, Disodium Edta, Fragrance",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC01517_1024x1024.jpg?v=1524684282,https://sokoglam.com/products/etude-house-moistfull-collagen-emulsion
MISSHA,Time Revolution Clear Toner,"Water, Saccharomyces Ferment Filtrate, Propanediol, Glycerin, Pentylene Glycol, Butylene Glycol, 1,2-Hexanediol, Phenoxyethanol, Hordeum Distichon (Barley) Extract, Cellulose Gum, Disodium EDTA, Salicylic Acid, Sodium Citrate, Citric Acid, Sodium Hyaluronate, Bifida Ferment Lysate, Potassium Sorbate, Lactic Acid, Acetic Acid",https://cdn.shopify.com/s/files/1/0249/1218/products/Missha-Time-Revolution-Clear-Toner_3df7ce9f-4ffb-4db2-af80-f8de8fab0298_1024x1024.jpg?v=1496137744,https://sokoglam.com/products/missha-time-revolution-toner
MAMONDE,Floral Essential Serum,"WATER, BUTYLENE GLYCOL, CYCLOPENTASILOXANE, NIACINAMIDE, DIPROPYLENE GLYCOL, ALCOHOL, DIETHOXYETHYL SUCCINATE, GLYCERETH-26, CYCLOHEXASILOXANE, GLYCERYL POLYMETHACRYLATE, BIS-PEG-18 METHYL ETHER DIMETHYL SILANE, SALIX ALBA (WILLOW) BARK EXTRACT, CETEARYL ALCOHOL, DIMETHICONOL, POLYSORBATE 20, PHENOXYETHANOL, HYDROXYPROPYL STARCH PHOSPHATE, LONICERA JAPONICA (HONEYSUCKLE) FLOWER EXTRACT, SACCHAROMYCES FERMENT FILTRATE, PEG-60 HYDROGENATED CASTOR OIL, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, GLYCERYL STEARATE, STEARIC ACID, XANTHAN GUM, HYDROGENATED LECITHIN, LACTOBACILLUS FERMENT, DISODIUM EDTA, ETHYLHEXYLGLYCERIN, ADENOSINE, POLYGLYCERYL-3 METHYLGLUCOSE DISTEARATE, CHONDRUS CRISPUS (CARRAGEENAN), PHENYL TRIMETHICONE, FRAGRANCE, PROPYLENE GLYCOL, SODIUM DEHYDROACETATE, POTASSIUM SORBATE, BHT, CITRIC ACID, ACETIC ACID, POTASSIUM HYDROXIDE, SORBIC ACID",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC01815_1024x1024.jpg?v=1531167914,https://sokoglam.com/products/mamonde-floral-essential-serum
HANSKIN,Cleansing Oil & Blackhead [PHA],"Caprylic/Capric Triglyceride, PEG-8 Glyceryl Isostearate, Cetyl Ethylhexanoate, Polybutene, Isopropyl Palmitate, Ethylhexyl Palmitate, PEG-8 Isostearate, Water, Citrus Aurantium Dulcis (Orange) Oil, Tocopheryl Acetate, Citrus Limon (Lemon) Peel Oil, Citrus Grandis (Grapefruit) Peel Oil, 1,2-Hexanediol, Butylene Glycol, Simmondsia Chinensis (Jojoba) Seed Oil, Camellia Sinensis Seed Oil, Vitis Vinifera (Grape) Seed Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Olea Europaea (Olive) Fruit Oil, Aloe Barbadensis Leaf Extract, Betula Platyphylla Japonica Juice, Camellia Japonica Flower Extract, Portulaca Oleracea Extract, Rhus Semialata Gall Extract, Maltobionic Acid, Phenoxyethanol, Ethylhexylglycerin, Oxygen",https://cdn.shopify.com/s/files/1/0249/1218/products/DSC02191_1024x1024.jpg?v=1525287864,https://sokoglam.com/products/hanskin-cleansing-oil-blackhead-pha
BENTON,Snail Bee High Content Mask,"Camellia Sinensis Leaf Water, Aqua (Water), Butylene Glycol, Glycerin, Snail Secretion Filtrate, Niacinamide, Pentylene Glycol, Salix Alba (Willow) Bark Extract,1,2-Hexanediol, Sodium Hyaluronate, Plantago Asiatica Extract, Laminaria Digitata Extract, Diospyros Kaki Leaf Extract, Ulmus Campestris (Elm) Extract, Althaea Rosea Root Extract, Aloe Barbadensis Leaf Extract, sh-Oligopeptide-1, Beta-Glucan, Betaine, Panthenol, Allantoin, Xanthan Gum, Adenosine, Bee Venom, Polysorbate 20, Lecithin, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, Usnea Barbata (Lichen) Extract",https://cdn.shopify.com/s/files/1/0249/1218/products/benton-snail-bee-high-content-mask-pack_ad51b8ef-ff4d-424e-b909-d8d2ce000b9e_1024x1024.jpg?v=1520883702,https://sokoglam.com/products/benton-snail-bee-high-content-mask
BENTON,Snail Bee High Content Mask Pack (Box of 10),"Camellia Sinensis Leaf Water, Aqua (Water), Butylene Glycol, Glycerin, Snail Secretion Filtrate, Niacinamide, Pentylene Glycol, 1,2-Hexanediol, Sodium Hyaluronate, Plantago Asiatica Extract, Laminaria Digitata Extract, Diospyros Kaki Leaf Extract, Salix Alba (Willow) Bark Extract, Ulmus Campestris (Elm) Bark Extract, Althaea Rosea Root Extract, Aloe Barbadensis Leaf Extract, sh-Oligopeptide-1, Beta-Glucan, Betaine, Panthenol, Allantoin, Xanthan Gum, Adenosine, Bee Venom, Polysorbate 20, Lecithin, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, Usnea Barbata (Lichen) Extract",https://cdn.shopify.com/s/files/1/0249/1218/products/benton-snail-bee-high-content-mask-pack-of-10_1024x1024.jpg?v=1520883406,https://sokoglam.com/products/benton-snail-bee-high-content-mask-pack
SOKO GLAM,Best of K-Beauty Mini Set,Please refer to each product page for its specific list of ingridients. ,https://cdn.shopify.com/s/files/1/0249/1218/products/ValueSetBadges_1024x1280_1_1024x1024.jpg?v=1542651627,https://sokoglam.com/products/bokb-travel-set
ENATURE,Moringa Cleansing Balm,"Ethylhexyl Palmitate, Caprylic/Capric Triglyceride, Sorbeth-30 Tetraoleate, Polyethylene, PEG-7 Glyceryl Cocoate, Fragrance, Glyceryl Caprylate, Ethylhexylglycerin, Tocopheryl Acetate, Betula Platyphylla Japonica Juice, Anastatica Hierochuntica Extract, Iris Versicolor Extract, Moringa Pterygosperma Seed Extract, Perilla Frutescens Leaf Extract, Rhododendron Chrysanthum Leaf Extract, Glycerin, Carthamus Tinctorius (Safflower) Oleosomes, Water, Squalane, Cetyl Ethylhexanoate, Neopentyl Glycol Diheptanoate, Hydrogenated Phosphatidylcholine, Alcohol, Hydrogenated Lecithin, Polyglyceryl-10 Myristate, Polyglyceryl-10 Stearate, 1,2-Hexanediol, Cetearyl Alcohol, Polyglyceryl-2 Stearate, Stearic Acid, Panthenol, Carthamus Tinctorius (Safflower) Seed Oil, Oenothera Biennis (Evening Primrose) Oil, Sodium Ascorbyl Phosphate, Polyquaternium-51, Glyceryl Arachidonate, Glyceryl Linolenate, Biotin, Folic Acid, Pyridoxine, Cyanocobalamin.",https://cdn.shopify.com/s/files/1/0249/1218/products/moringa_cleansing_balm_1024x1024.png?v=1496143045,https://sokoglam.com/products/enature-moringa-cleansing-balm
KLAIRS,Midnight Blue Calming Cream,"Water, Cetyl Ethylhexanoate, Butylene Glycol, Glycerin, Sodium Hyaluronate, Caprylic/Capric , Triglyceride, Centella Asiatica Extract, Sorbitan Stearate, Cetyl Alcohol, Butyrospermum Parkii (Shea Butter), Argania Spinosa Kernel Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Sorbitan Sesquioleate, Glyceryl Stearate, Stearic Acid, Portulaca Oleracea Extract, Anthemis Nobilis Flower Extract, Ceramide 3, Polysorbate 60, Bees Wax, Chlorphenesin, Tocopheryl Acetate, Xanthan Gum, Acrylates/C10-30 Alkyl, Acrylate Crosspolymer, Morus Alba Root Extract, Triethanolamine , Brassica Oleracea Italica (Broccoli) Extract, Lavandula Angustifolia (Lavender) Oil, Eucalyptus Globulus Leaf Oil, Pelargonium Graveolens Flower Oil, Citrus Limon (Lemon) Peel Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Cananga Odorata Flower Oil, Guaiazulene, Acetyl Hexapeptide-8, Lecithin, Acetyl Glutamine, SH-Oligopeptide-1, SH-Oligopeptide-2, SH-Polypeptide-1, SH-Polypeptide-9, SH-Polypeptide-11, Bacillus/Soybean/Folic Acid Ferment Extract, Caprylyl Glycol, 1,2-Hexanediol",https://cdn.shopify.com/s/files/1/0249/1218/products/Klairs-Midnight-Blue-Calming-Cream-1_1024x1024.jpg?v=1496136908,https://sokoglam.com/products/klairs-midnight-blue-calming-cream
NEOGEN,Bio-Peel Gauze Peeling Green Tea,"Water, Dipropylene Glycol, Camellia Sinensis Leaf Extract, Glycerin, Alcohol Denat., PEG/PPG-17/6 Copolymer, Centella Asiatica Extract, Artemisia Vulgaris Extract, Aloe Barbadensis Leaf Extract, Houttuynia Cordata Extract, Gardenia Florida Fruit Extract, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Coptis Japonica Extract, Butylene Glycol, Benzophenone-5, Sodium Hyaluronate, Carbomer, Tartaric Acid, Glycolic Acid, Lactic Acid, Tromethamine, PEG-60 Hydrogenated Castor Oil, Phenoxyethanol, Ethylhexylglycerin, 1,2-Hexanediol, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Disodium EDTA, Fragrance",https://cdn.shopify.com/s/files/1/0249/1218/products/NEOGEN-Bio-Peel-Gauze-Peeling-Green-Tea_1024x1024.jpg?v=1496137683,https://sokoglam.com/products/neogen-bio-peel-gauze-peeling-green-tea
